Id;Label;timeset;isseed;seedrank;subscribercount;videocount;viewcount(100s);country;publishedat;daysactive
UC2bt55_J3pQCImOfjO17Q-w;Instant Sceptique;;yes;208;0;26;3712;FR;2011-10-08T17:01:08.000Z;2928
UCGeFgMJfWclTWuPw8Ok5FUQ;horizon-gull;;yes;209;151731;38;47771;not set;2013-11-05T16:41:14.000Z;2169
UCJLsfsSpIiUBPvYYSUAclrw;Temps Mort;;yes;210;38877;35;15156;FR;2015-01-26T09:47:59.000Z;1722
UCPkoA795xDha5eAUFjISlwA;Penseur Sauvage;;yes;211;13225;76;7618;FR;2014-02-01T10:37:45.000Z;2081
UC8T_vTz76WUsudvxPk6SLEw;Un Monde Riant;;yes;212;20627;54;6807;not set;2011-10-17T10:11:27.000Z;2919
UC0yPCUmdMZIGtnxSnx5_ifA;Esprit Critique;;yes;213;11981;26;2289;FR;2015-10-05T15:21:07.000Z;1470
UCeLaThEwJRMUg_4HSp8KZEQ;Damastès;;yes;214;0;14;336;FR;2015-08-31T11:32:06.000Z;1505
UC_56vSO35nctESDan8agevg;DeBunKer des Etoiles;;yes;215;26031;34;11650;FR;2016-02-18T17:34:58.000Z;1334
UCLfQGVZGvsYCvEIwGwFrElg;Comptoir Futur;;yes;216;2942;21;755;FR;2015-01-25T20:58:13.000Z;1723
UCw3w5FFPq3HyxeNw2KPJfLg;Aldreius;;yes;217;14330;53;9978;FR;2016-03-11T00:13:02.000Z;1313
UCNMns3zbytLPooWwNmMh9_w;Sciencia Huasca;;yes;218;4139;6;373;not set;2016-09-25T16:02:25.000Z;1114
UCqA8H22FwgBVcF3GJpp0MQw;Monsieur Phi;;yes;219;115146;102;57594;FR;2016-07-14T15:32:42.000Z;1187
UC0HxyEc_ojRJ1oJXS5K6oaA;Politikon;;yes;220;28292;55;8624;FR;2016-03-21T22:10:45.000Z;1302
UCah8C0gmLkdtvsy0b2jrjrw;Cyrus North;;yes;221;352033;131;195690;FR;2013-07-17T13:28:11.000Z;2280
UCLVy1G4ns5D4qPttvE4Cmcg;Parle-Moi de Philo;;yes;222;9031;15;3884;not set;2017-09-18T16:10:30.000Z;756
UCq-8pBMM3I40QlrhM9ExXJQ;La Tronche en Biais;;yes;223;133388;197;85818;FR;2014-11-11T22:18:20.000Z;1798
UCMFcMhePnH4onVHt2-ItPZw;Hygiène Mentale;;yes;224;266273;46;90665;FR;2014-07-22T15:12:44.000Z;1910
UCg47pIhBRJbz52-ABnm0uxw;Curiosity Catalyst;;yes;225;6261;4;841;FR;2007-01-16T23:47:36.000Z;4654
UCU0FhLr6fr7U9GOn6OiQHpQ;Officiel DEFAKATOR;;yes;226;189408;23;84310;not set;2016-10-21T06:12:29.000Z;1088
UCxJka_qnTVquoIL-PQV5POg;DanyCaligula;;yes;227;118155;53;56078;FR;2011-04-17T13:50:25.000Z;3102
UCJ9kIKgFuAB23GkEko1hHDg;Mycéliums;;yes;228;19721;17;4249;FR;2015-02-25T12:58:18.000Z;1692
UCh2YBKhYIy-_LtfCIn2Jycg;Mr. Sam - Point d interrogation;;yes;229;67637;52;25339;BE;2013-06-28T23:17:09.000Z;2299
UCaNlbnghtwlsGF-KzAFThqA;ScienceEtonnante;;yes;354;639896;78;377693;not set;2011-01-04T19:46:19.000Z;3205
UC9HapjjoLqdDNwKEWQRaiyA;Florence Porcel;;yes;233;88252;178;54392;FR;2012-01-14T18:05:56.000Z;2830
UCSFrClFUu6DZ8oUZYAiOOrQ;Le Prof de Physique;;yes;234;11000;82;5899;not set;2013-07-16T14:43:20.000Z;2281
UC5X4e8ScZI2AFd_vkjSoyoQ;AstronoGeek;;yes;235;464462;181;445234;FR;2015-10-04T09:13:31.000Z;1471
UCwIigJTGRHqgUdWO8Fx9Tdg;Alain Bernard;;yes;236;15838;35;16697;not set;2007-11-20T16:06:02.000Z;4346
UCGtdm6dna6BeUPEyru-3QZA;Promethium;;yes;237;3350;24;795;LU;2016-05-22T15:02:41.000Z;1240
UCWYxQt9Y3y2CDzXLf2K7xCA;Lanterne Cosmique;;yes;238;111506;28;41259;not set;2014-10-12T16:01:28.000Z;1828
UC9trkn8YC1kNc0K5v9vPOkg;Sciences physiques à Stella;;yes;239;11100;39;10311;not set;2015-06-03T08:58:05.000Z;1594
UCt9bP5tdgfRJkOXMNjAE-ew;Molécules;;yes;240;2292;16;349;not set;2016-05-18T18:31:55.000Z;1244
UCDC6DBi0kRp6Jk21xqfvFLA;Hugo Lisoir;;yes;241;182142;361;226628;FR;2013-09-08T16:25:44.000Z;2227
UCV6uM3y-8TeO7JlCtcEN-Bg;ScienceClic;;yes;242;152566;45;48511;FR;2014-11-20T07:14:25.000Z;1789
UCRwrWRcHfCpEbEFDVkq08Yw;La pause café sciences;;yes;243;307;6;104;FR;2016-01-11T06:39:07.000Z;1372
UCkMsSGlEMPRxhqvGj6qeucQ;12 Parsecs;;yes;244;84461;35;33243;not set;2017-01-11T12:29:09.000Z;1006
UCsz9DiwPtgDvxJ-njWnieZw;Passe-Science;;yes;245;36017;30;9629;FR;2015-05-25T13:13:16.000Z;1603
UCWnfDPdZw6A23UtuBpYBbAg;Dr Nozman;;yes;246;3186239;342;4710869;FR;2011-05-28T16:22:52.000Z;3061
UCfxwT02Bu5R7l21uMAu8H1w;String Theory FR;;yes;247;201867;158;132046;FR;2016-03-31T11:21:22.000Z;1292
UCZBl7JF_ldmpbN4VuOpHLeA;La Minute Scientifique;;yes;248;5143;21;1937;FR;2014-09-20T23:47:00.000Z;1850
UCiqkVu9-mrMQygfBQansF1Q;Skyray;;yes;249;2593;12;1690;FR;2017-09-13T15:24:04.000Z;761
UCjsHDXUU3BjBCG7OaCbNDyQ;Le Sense Of Wonder;;yes;250;128189;18;25704;not set;2015-05-21T06:28:30.000Z;1607
UCY7WOOsRoHAXSO4hhhAkVVQ;Jensky;;yes;251;18406;72;7783;FR;2016-09-19T12:44:22.000Z;1120
UC1EacOJoqsKaYxaDomTCTEQ;Le Réveilleur;;yes;356;41976;56;12082;FR;2015-03-31T12:25:07.000Z;1658
UCiw_8x43hludK0PhuN9AJGg;DIMENSION;;yes;253;156333;12;32167;FR;2015-06-04T16:45:50.000Z;1593
UCIPAu43SNmPwqbjFmUYxLdg;Scicos;;yes;254;6935;50;1274;FR;2015-11-18T10:42:07.000Z;1426
UCeR8BYZS7IHYjk_9Mh5JgkA;Scilabus;;yes;255;137603;85;49194;CA;2013-09-12T02:36:57.000Z;2223
UC7aa3M8yLy0NRy4Lf1jJ5vg;Big Universe - Chaîne Espace et Astronomie;;yes;256;1120;63;235;BE;2011-09-18T17:04:35.000Z;2948
UCjYuVL-F6Ce3rx_z83cXUmw;WeAreScience;;yes;257;1606;12;223;not set;2015-10-30T15:57:57.000Z;1445
UCvGag7MyHR8H9oRm9iL9Ifw;Experimentboy;;yes;258;795309;134;704105;FR;2012-10-12T23:01:40.000Z;2558
UCwf-gTeemly9VOVALdBXiTw;Techniques Spatiales;;yes;259;44794;13;10767;FR;2017-03-05T18:48:55.000Z;953
UCdL3UpiseRlvxXuORJjmqZw;Stardust - La Chaîne Air & Espace;;yes;260;213978;284;180361;FR;2016-01-14T07:50:50.000Z;1369
UCgBo-uwQNi8tipTiloVcFBQ;profroques;;yes;261;16900;211;29045;not set;2012-11-14T15:29:30.000Z;2525
UC2qLXSbTeNI3bHkfrHGvn1g;ProfOkita;;yes;262;18644;69;6505;FR;2006-07-25T11:28:53.000Z;4829
UCQ6riSJrySOWe_njanfh2LA;CommPsy la chaine;;yes;263;1450;32;426;not set;2015-11-17T21:46:59.000Z;1427
UCwWCBw7M0kskNlv0coVP53w;Psynect;;yes;264;16099;9;1616;FR;2015-02-06T21:59:52.000Z;1711
UCS6tuOQGr3XH9MpN2HaUAxA;Monna Weirdnesday;;yes;265;955;5;198;FR;2016-05-22T08:10:28.000Z;1240
UCsE6tdKFV2oSHFyDll72rWg;PsykoCouac;;yes;266;37837;57;12941;FR;2014-10-26T22:03:04.000Z;1814
UCizHq3k-LPNcNuwjmkYk_cw;Le Mythologue;;yes;267;4045;15;563;BE;2016-10-23T09:35:02.000Z;1086
UChW-VEUq2ej-4meaGN0GjFw;Cygnification;;yes;268;5440;8;622;FR;2012-02-20T21:34:24.000Z;2793
UChFFI2gJFbOCRMapUxboIMA;Va te faire suivre - Psychologie;;yes;269;14920;58;3476;FR;2015-06-24T20:13:46.000Z;1573
UCkw-P155uC_NIOHLW86jJlQ;Joul Psycho;;yes;270;4676;33;910;FR;2017-08-31T13:01:06.000Z;774
UC72lswiocu5Asjt6j9RWh7A;Le PsyLab;;yes;271;127809;64;36694;not set;2014-02-27T00:45:17.000Z;2055
UCcP3HpPMKiQHsj7qDzu3q6g;Marinette — Femmes et féminisme;;yes;272;24652;17;5582;FR;2016-04-07T17:34:57.000Z;1285
UC1g4lZctFqTpZDrJEiw9Qug;911 AVOCAT;;yes;273;36514;17;5133;not set;2016-05-22T19:59:06.000Z;1240
UCSmUdD2Dd_v5uqBuRwtEZug;Marketing Mania;;yes;274;267654;87;115310;FR;2015-12-18T10:04:41.000Z;1396
UCz22aBb91UYiY8oU9hTrPYg;Docteur Ripeur;;yes;275;2533;8;218;FR;2016-05-23T17:08:37.000Z;1239
UCqv_wXmLSFtTDA39HQaLssQ;Accropolis;;yes;277;24825;254;5648;FR;2015-07-16T11:07:27.000Z;1551
UCIAT37ZEoaqdqXjR1aZsyeA;On en parle..ou bien?!;;yes;278;1681;73;940;not set;2015-12-26T21:13:53.000Z;1388
UClqXzMdc8hCC6PWRTBSYfgg;Des Medias Presque Parfaits;;yes;279;4100;13;458;FR;2016-11-29T08:48:10.000Z;1049
UC_KidpuCqhbvqZedgq2DPpA;Angle Droit;;yes;280;16143;5;1686;FR;2015-09-08T22:14:35.000Z;1497
UCWHZkABcR34T276qySN8xTA;Camille décode;;yes;281;7359;61;3085;FR;2017-03-14T23:35:14.000Z;944
UCJYKp6eGV9FhPoiBUzoztSg;Codes&Co;;yes;282;1320;56;1094;FR;2016-12-19T20:05:43.000Z;1029
UCaiaO62ZVJdxqlsV-WiHKuw;ContraDico des ContrAddictions;;yes;283;1643;47;1027;FR;2017-02-15T09:03:50.000Z;971
UC3tDSxRqv6ZUAA5jAgULlhg;PostModem;;yes;284;2970;35;2163;FR;2016-03-20T15:10:15.000Z;1303
UC8ZFaiEUQEdZyZkMQ4gcXLQ;Juris Planet;;yes;285;6489;72;2440;FR;2015-10-30T12:53:56.000Z;1445
UCQgWpmt02UtJkyO32HGUASQ;Thinkerview;;yes;286;334363;150;292094;not set;2012-10-30T23:23:28.000Z;2540
UC4Jrte_YtwWfANKNyzse5iA;Mondes Sociaux;;yes;287;14877;34;5026;FR;2014-10-21T13:52:09.000Z;1819
UCnalsHjhMJZ0CM0dQuunBww;Le Labo de la Légiste;;yes;288;3292;28;685;FR;2017-07-10T14:12:45.000Z;826
UCOA6N3AUAr1Y5c9bShaM4Vw;Le Fils de Pub;;yes;289;7547;20;1172;not set;2014-10-09T12:03:43.000Z;1831
UCK6mlWEjd5-wK1aOqL2zKQQ;Point de vue social #PDVS;;yes;290;21505;47;4506;FR;2015-01-14T11:07:17.000Z;1734
UCmDMRVBFUyeNscAf1UmILzA;Lex Tutor;;yes;291;56051;16;8467;not set;2011-07-09T21:30:19.000Z;3019
UCHBiFS-pM_ZGp7myF9bPSQg;Salut les Baigneurs !;;yes;292;10600;102;9936;FR;2015-10-26T13:22:30.000Z;1449
UCQtGFB2lDt0-d7OdGpeGOHQ;Un Ballon Pas Si Rond;;yes;293;107;18;17;FR;2017-11-12T22:40:59.000Z;701
UCYXU_94g4I2_sn6ekaZHvrw;Rugby Story;;yes;294;174;9;108;FR;2011-11-04T12:04:27.000Z;2901
UCXMQvlUO7nZaps-d4fZfHuw;Phenomara;;yes;295;1150;18;1831;FR;2017-02-28T17:01:38.000Z;958
UCRhyS_ylPQ5GWBl1lK92ftA;Léo - TechMaker;;yes;296;347983;186;289879;FR;2015-11-23T00:31:45.000Z;1422
UCH6ppHEvV3_WIXEwmhv9HEg;Deus Ex Silicium;;yes;297;53888;71;27861;not set;2014-09-10T15:04:58.000Z;1860
UCYnvxJ-PKiGXo_tYXpWAC-w;Micode;;yes;298;628413;65;293457;FR;2017-01-09T17:07:52.000Z;1008
UCSULDz1yaHLVQWHpm4g_GHA;monsieur bidouille;;yes;299;97583;74;43090;not set;2013-10-24T22:20:41.000Z;2181
UC5cs06DgLFeyLIF_II7lWCQ;Cookie connecté;;yes;300;31828;56;14655;FR;2015-07-21T11:32:59.000Z;1546
UCa_8QKdrQkjQR2Oo23RT1uw;Olivier Chambon;;yes;301;44094;589;43334;FR;2007-11-16T14:09:12.000Z;4350
UCisEu07yH7uWOkyar38_ZQA;Maths PlusUn;;yes;302;21529;90;9604;FR;2014-08-11T10:10:36.000Z;1890
UCkuzDvHbHJ2BhAGXFOkOwAA;Teeknofil;;yes;303;5900;37;1746;BE;2016-03-11T08:44:48.000Z;1312
UCUR03ZSZlEvCO6EWwv4jU2w;Absol Vidéos;;yes;304;381952;157;338741;FR;2011-06-19T22:26:43.000Z;3039
UCe-0FAoHZyDLPMLHnYAuXsw;Justin Izu;;yes;305;4487;45;1264;FR;2016-02-22T13:22:00.000Z;1330
UCPFChjpOgkUqckj3378jt5w;Heliox;;yes;306;120159;70;63473;FR;2017-05-13T10:54:45.000Z;884
UCcziTK2NKeWtWQ6kB5tmQ8Q;e-penser;;yes;307;1049537;123;888653;FR;2013-08-26T19:18:50.000Z;2240
UC5Twj1Axp_-9HLsZ5o_cEQQ;Doc Seven;;yes;308;1888175;187;2534645;FR;2015-01-21T11:24:54.000Z;1727
UC3UpbnP2MYoikPoAl7FOpjg;Les Patates Douces;;yes;309;413;3;43;FR;2016-03-27T18:21:23.000Z;1296
UCd9w5q5LXZhNxN2RC0IvO2A;Les petits aventuriers;;yes;310;4284;55;1078;FR;2015-11-20T01:39:45.000Z;1424
UCNwqv0VM-RMyiwmp3L0pqUQ;Le cabinet de Kilin et Kaba;;yes;311;1678;42;1357;CH;2015-08-04T21:16:14.000Z;1532
UCzZiy3EANVAx7h2XYqXsVbw;Collège de France;;yes;312;22715;498;11495;FR;2011-03-08T15:03:17.000Z;3142
UCy1BMhZGRdFiOde2DqeQE0w;Billes de sciences;;yes;313;8040;19;987;FR;2018-09-14T13:30:07.000Z;395
UCENv8pH4LkzvuSV_qHIcslg;C est pas sorcier;;yes;316;770697;1711;2607636;not set;2012-10-31T08:00:30.000Z;2539
UCQCTU4XJ38PPgPQhBKqgUHQ;Scientifiste;;yes;315;4947;8;928;FR;2015-06-19T02:06:49.000Z;1578
UCE_LWXcsdp7cWbo4DR4ZA-A;Science de comptoir;;yes;317;7357;24;2215;FR;2015-10-30T11:34:37.000Z;1445
UCvqbpgno9DcJpza4Hms-n7g;Romain TeaTime;;yes;318;174750;185;131939;FR;2014-11-22T10:20:42.000Z;1787
UC8NJCimLOr_Uc4GhirgO7lg;OTB - Outside The Box;;yes;319;462606;116;386339;FR;2015-03-18T05:00:54.000Z;1671
UCKoORlGBEUFZRiltR6-PsXQ;Eva t expliquer;;yes;320;3481;12;334;FR;2018-06-28T23:20:40.000Z;473
UCfuphWV9Lv4jGAVDxkPuSyw;Lab³;;yes;321;6285;56;1118;FR;2014-10-05T18:56:30.000Z;1835
UCRqy2HKvfeEtQVIv4S77Tzg;Matière Grise;;yes;322;32243;45;9097;CH;2014-10-18T20:39:23.000Z;1822
UClmMdBgP85LOjp-X1LPNGdw;HEIN?;;yes;323;4284;38;539;FR;2017-03-02T14:51:38.000Z;956
UCH6rAZUDfVIoVSJjm3vlcnw;L Esprit Sorcier Officiel;;yes;327;143757;286;40768;FR;2015-05-18T20:25:10.000Z;1610
UCG8UbgVW3F9BYbi63VwsNFA;This is Science;;yes;325;1260;24;253;not set;2015-01-07T08:03:00.000Z;1741
UCAxljKT0ujiJZhGC8Ood7mw;Zeste de Science / Les séries originales du CNRS;;yes;326;20071;34;6916;FR;2017-11-10T15:15:14.000Z;703
UC2RSe5ZktAjE3qoMKi2pA_g;Cité des sciences et de l industrie;;yes;328;1150;197;2915;FR;2006-12-01T10:22:07.000Z;4700
UCNwWU1hqK3q-DclufllWCfg;clipedia;;yes;329;36971;150;36030;not set;2014-03-10T13:31:04.000Z;2044
UC_ZChHhr5nDrUymz7qsRqRw;Confér ENS;;yes;330;17102;23;15482;not set;2015-04-21T21:18:59.000Z;1637
UClDk0iyj99stPxD9NQUaVSQ;Espace des sciences;;yes;331;79869;878;123400;FR;2010-08-31T14:19:30.000Z;3331
UCWMjHUlcQpDPCDmwQOncoPg;D où ça vient;;yes;332;46692;36;6795;FR;2015-10-07T19:06:45.000Z;1468
UC4V8l0YMJ3IAOToCX5SdVug;La Main Baladeuse;;yes;333;4208;27;1788;FR;2016-02-26T15:25:38.000Z;1326
UCwBn4dgV3kxzvcCKN3TbQOQ;La Minute Science;;yes;334;131309;54;62837;FR;2014-09-21T05:23:27.000Z;1849
UCXO8f8SAVP02zSAxnSvtYHw;Le Point Genius;;yes;335;2485;46;1070;FR;2016-08-14T17:03:08.000Z;1156
UCL7FXdd8TW0hxNHmzlPlAQQ;Les Bons Profs;;yes;336;738933;1531;1497102;FR;2012-04-24T08:22:02.000Z;2729
UCXbAhuThX3pjE-wZS6VRW9w;Leprofduweb : Retrouve-nous sur notre site;;yes;337;36782;257;45339;FR;2013-02-14T17:05:39.000Z;2433
UCsqvprYnU8J8K449VAQZhsQ;La Vidéothèque d Alexandrie;;yes;338;29270;36;2925;not set;2014-11-22T13:30:06.000Z;1787
UC6E7R4qEInihb9ftHoLlN3w;Professeur Knut;;yes;339;49;16;20;not set;2016-05-14T14:33:25.000Z;1248
UCKtG_lXZk4pRJkapfK0eprA;Tu mourras moins bête - ARTE;;yes;340;400490;70;547166;FR;2016-01-04T09:59:54.000Z;1379
UCqso49d76__r5PlHRf_b9ZA;Vidéosciences;;yes;341;1630;28;269;not set;2015-05-20T14:17:41.000Z;1608
UC1udnO-W6gpR9qzleJ5SDKw;Palais de la découverte;;yes;342;344;98;372;not set;2014-11-20T10:05:47.000Z;1789
UC1Ue7TuX3iH4y8-Qrjj-hyg;J m énerve pas  j explique;;yes;343;73809;12;14680;FR;2016-11-07T20:44:57.000Z;1071
UC8gu-36a79TNI7fjJyYEzRA;Trust My Science;;yes;344;14510;23;1278;CH;2016-12-19T20:06:01.000Z;1029
UCww2Dlet6IoU2_eXmVL0RJQ;Réseau Canopé;;yes;348;17119;377;39338;not set;2014-02-11T14:48:53.000Z;2071
UCHKD-o1f1qAHkHPjAgHapZw;Raturix - Culture Geek;;yes;349;442;28;124;FR;2015-06-25T18:37:45.000Z;1572
UCoHwgsFsY9fDhbNpQL1R3NA;Universcience LSF;;yes;350;0;110;676;not set;2011-10-04T13:13:49.000Z;2932
UCeOp9CWBaW2tVIBAzCobzow;L Antiseche;;yes;351;358126;90;124388;FR;2017-05-26T08:33:02.000Z;871
UC3E2DhYIqnoc6H3WXwTVnlA;le blob  l’extra-média;;yes;352;47769;4089;136805;FR;2009-12-27T15:27:39.000Z;3578
UCUY4_X-KClXAxmdbg_VCfDA;Sciences en Courts;;yes;353;139;58;137;FR;2012-01-26T22:17:17.000Z;2818
UCcvjxE5lFjyYSuJ1VCUT0GQ;Kulture-moi;;yes;355;30810;61;9467;FR;2015-01-03T11:38:45.000Z;1745
UCyJDHgrsUKuWLe05GvC2lng;Stupid Economics;;yes;357;154390;60;37787;FR;2015-06-19T15:33:06.000Z;1578
UC7sXGI8p8PvKosLWagkK9wQ';Heu?reka;;yes;358;137000;72;49868;FR;2015-10-18T20:34:16.000Z;1457
